"Livestock as of January 1 by categories of producers, in territorial aspect, 2007-2023"

"Districts/Regions";"All categories of producers Cattle 2007";"All categories of producers Cattle 2008";"All categories of producers Cattle 2009";"All categories of producers Cattle 2010";"All categories of producers Cattle 2011";"All categories of producers Cattle 2012";"All categories of producers Cattle 2013";"All categories of producers Cattle 2014";"All categories of producers Cattle 2015";"All categories of producers Cattle 2016";"All categories of producers Cattle 2017";"All categories of producers Cattle 2018";"All categories of producers Cattle 2019";"All categories of producers Cattle 2020";"All categories of producers Cattle 2021";"All categories of producers Cattle 2022";"All categories of producers Cattle 2023";"All categories of producers ..cows 2007";"All categories of producers ..cows 2008";"All categories of producers ..cows 2009";"All categories of producers ..cows 2010";"All categories of producers ..cows 2011";"All categories of producers ..cows 2012";"All categories of producers ..cows 2013";"All categories of producers ..cows 2014";"All categories of producers ..cows 2015";"All categories of producers ..cows 2016";"All categories of producers ..cows 2017";"All categories of producers ..cows 2018";"All categories of producers ..cows 2019";"All categories of producers ..cows 2020";"All categories of producers ..cows 2021";"All categories of producers ..cows 2022";"All categories of producers ..cows 2023";"All categories of producers Pigs 2007";"All categories of producers Pigs 2008";"All categories of producers Pigs 2009";"All categories of producers Pigs 2010";"All categories of producers Pigs 2011";"All categories of producers Pigs 2012";"All categories of producers Pigs 2013";"All categories of producers Pigs 2014";"All categories of producers Pigs 2015";"All categories of producers Pigs 2016";"All categories of producers Pigs 2017";"All categories of producers Pigs 2018";"All categories of producers Pigs 2019";"All categories of producers Pigs 2020";"All categories of producers Pigs 2021";"All categories of producers Pigs 2022";"All categories of producers Pigs 2023";"All categories of producers Sheep and goats 2007";"All categories of producers Sheep and goats 2008";"All categories of producers Sheep and goats 2009";"All categories of producers Sheep and goats 2010";"All categories of producers Sheep and goats 2011";"All categories of producers Sheep and goats 2012";"All categories of producers Sheep and goats 2013";"All categories of producers Sheep and goats 2014";"All categories of producers Sheep and goats 2015";"All categories of producers Sheep and goats 2016";"All categories of producers Sheep and goats 2017";"All categories of producers Sheep and goats 2018";"All categories of producers Sheep and goats 2019";"All categories of producers Sheep and goats 2020";"All categories of producers Sheep and goats 2021";"All categories of producers Sheep and goats 2022";"All categories of producers Sheep and goats 2023";"All categories of producers Horses 2007";"All categories of producers Horses 2008";"All categories of producers Horses 2009";"All categories of producers Horses 2010";"All categories of producers Horses 2011";"All categories of producers Horses 2012";"All categories of producers Horses 2013";"All categories of producers Horses 2014";"All categories of producers Horses 2015";"All categories of producers Horses 2016";"All categories of producers Horses 2017";"All categories of producers Horses 2018";"All categories of producers Horses 2019";"All categories of producers Horses 2020";"All categories of producers Horses 2021";"All categories of producers Horses 2022";"All categories of producers Horses 2023";"All categories of producers Rabbits 2007";"All categories of producers Rabbits 2008";"All categories of producers Rabbits 2009";"All categories of producers Rabbits 2010";"All categories of producers Rabbits 2011";"All categories of producers Rabbits 2012";"All categories of producers Rabbits 2013";"All categories of producers Rabbits 2014";"All categories of producers Rabbits 2015";"All categories of producers Rabbits 2016";"All categories of producers Rabbits 2017";"All categories of producers Rabbits 2018";"All categories of producers Rabbits 2019";"All categories of producers Rabbits 2020";"All categories of producers Rabbits 2021";"All categories of producers Rabbits 2022";"All categories of producers Rabbits 2023";"All categories of producers Bee-families, piece 2007";"All categories of producers Bee-families, piece 2008";"All categories of producers Bee-families, piece 2009";"All categories of producers Bee-families, piece 2010";"All categories of producers Bee-families, piece 2011";"All categories of producers Bee-families, piece 2012";"All categories of producers Bee-families, piece 2013";"All categories of producers Bee-families, piece 2014";"All categories of producers Bee-families, piece 2015";"All categories of producers Bee-families, piece 2016";"All categories of producers Bee-families, piece 2017";"All categories of producers Bee-families, piece 2018";"All categories of producers Bee-families, piece 2019";"All categories of producers Bee-families, piece 2020";"All categories of producers Bee-families, piece 2021";"All categories of producers Bee-families, piece 2022";"All categories of producers Bee-families, piece 2023"
"Whole country";299105;231716;217712;221622;215951;203875;191172;188862;191214;186116;182339;167423;144828;123713;108954;104074;102368;206650;168790;160279;161195;154403;144325;134395;130669;130274;127695;122912;112752;97189;81052;71256;68459;67066;531818;298675;283495;377142;478523;438630;410427;419959;472762;453190;439007;406411;397299;396652;339560;347888;340079;947012;853206;865766;914902;905470;832427;823977;849228;874714;868551;869792;842446;769922;676865;616894;577890;558647;66766;58363;55487;54413;52152;49633;46385;45020;41943;39429;36750;33579;29966;26020;22640;19581;17715;325975;263375;248450;274471;277038;277361;266992;296189;326067;350153;366686;376483;351492;329702;319172;384975;303055;102031;98303;98117;101464;105204;111653;110630;115925;124330;135946;148080;163589;178660;182063;184911;190900;200289
