UNIT_MULTIPLIER: Unit multiplier,RESPONSIBLE_AGENCY: Responsible agency,DATA_SOURCE: Data source,INDICATOR: Indicator,REF_AREA: Reference area,SEX: Sex,LAND_USE: Land Use,LIVESTOCK: Livestock,CROP: Crop,NATURAL_CALAMITY: Natural Calamity,SEASON: Season,UNIT_MEASURE: Unit of measure,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE: Observation value
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2016,0.23,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM025: Tboung Khmum,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,88275,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM025: Tboung Khmum,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,85216,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM025: Tboung Khmum,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,86216,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,98035,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,98035,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,104581,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,122721,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,95196,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,107690,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,108114,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,113233,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,402334,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,421833,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,410038,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,381621,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,386449,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,386576,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,377028,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,333090,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,331601,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,11205,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,13605,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,12803,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,27591,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,27747,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,32747,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,22727,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,22711,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,16588,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,5376,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,7658,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,7501,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,7633,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,8122,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,7988,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,7745,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,7880,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,9502,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,22,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,22,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,27,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,80,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,34,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,8,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,10,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,12,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,16,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,115687,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,149779,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,166967,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,187951,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,239721,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,212159,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,228843,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,228829,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,2013,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,2063,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,1497,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,3807,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,3362,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,3396,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM024: Pailin,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,3566,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM020: Svay Rieng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,10560,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM020: Svay Rieng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,17692,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM020: Svay Rieng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,40708,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM020: Svay Rieng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,39895,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM020: Svay Rieng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,20803,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM020: Svay Rieng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,19018,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM020: Svay Rieng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,18669,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM016: Ratanak Kiri,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,9859,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM016: Ratanak Kiri,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,12461,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM016: Ratanak Kiri,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,11046,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM016: Ratanak Kiri,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,19769,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM016: Ratanak Kiri,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,19984,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM016: Ratanak Kiri,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,20990,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM016: Ratanak Kiri,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,20290,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2013,0.1,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2014,0.09,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2015,0.08,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2016,0.08,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,163883,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,193011,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,3399,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,3228,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,2934,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,2955,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,4123,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,3404,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,3274,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM008: Kandal,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,2726,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,95,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,45,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,62,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,8,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,13,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,47,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM012: Phnom Penh,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,47,
