UNIT_MULTIPLIER: Unit multiplier,RESPONSIBLE_AGENCY: Responsible agency,DATA_SOURCE: Data source,INDICATOR: Indicator,REF_AREA: Reference area,SEX: Sex,LAND_USE: Land Use,LIVESTOCK: Livestock,CROP: Crop,NATURAL_CALAMITY: Natural Calamity,SEASON: Season,UNIT_MEASURE: Unit of measure,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE: Observation value
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,4487,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,4181,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,4165,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,78551,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,82063,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM025: Tboung Khmum,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,2778,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM025: Tboung Khmum,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,3119,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM025: Tboung Khmum,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,4320,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,13419,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,10426,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,6249,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,10642,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,15887,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,17182,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,554628,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,606037,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,839339,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,908011,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,945848,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,969023,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,898621,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,988387,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,31749,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,32847,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,35368,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,35293,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,36247,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,35056,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,35717,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,35534,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM019: Stung Treng,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,35125,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,9357,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,10780,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,13330,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,11968,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,12632,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,11472,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,107337,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,112988,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,111181,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,165456,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,94581,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,107386,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,109007,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,4512,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,4524,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,5040,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,8278,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,8283,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,10650,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866F: Cattle (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,9591,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,157252,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,155385,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,216807,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,182916,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,157392,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,105303,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,87154,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM003: Kampong Cham,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,99036,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,30169,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,26454,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,25319,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,23354,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,36341,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,36047,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,33447,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM015: Pursat,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,33507,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,45626,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,49561,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,33490,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,31378,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,30688,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,29623,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,23143,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,23292,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,22908,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,16484,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,16425,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,15838,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,15451,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,17684,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,20684,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,17694,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,22197,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,0866: Cattle,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,19897,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,410264,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,417090,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,336674,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,382108,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,394599,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,424095,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,474185,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM010: Kratie,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,478463,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2013,0.39,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2014,0.38,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2015,0.33,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2016,0.33,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,76351,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,78151,
