           ﻿nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;4267325;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;55760;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;543642;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;1055013;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;899534;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;160018;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;68531;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;148296;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;110097;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;21018;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;119667;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;299485;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;1289442;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;299240;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;199743;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;86953;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;95891;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;81343;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;67287;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;100311;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2015;Tahun;15419717.812736;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;511362;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;646749;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;390493;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;217652;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;136638;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;245175;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;109174;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;587827;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;10136;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;18033;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;1165;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;419077;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;1592638;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;302011;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;4125333;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;54898;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;553582;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;1013793;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;865731;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;151376;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;65197;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;141446;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;101743;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;19646;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;115197;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;262854;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;1200137;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;265370;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;192229;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;84710;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;90386;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;78816;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;61436;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;94865;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2014;Tahun;14726875;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;404221;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;523277;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;326674;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;175431;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;118985;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;215953;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;106015;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;573483;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;8201;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;17471;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;2108;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;382949;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;1500077;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;272794;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;3586709;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;46071;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;478146;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;648939;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;803450;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;140204;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;51920;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;115235;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;93098;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;105841;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;249980;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;984036;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;230363;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;174858;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;82058;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;73937;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;66022;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;48159;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;79574;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2013;Tahun;12686239;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;505171;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;609951;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;359233;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;189060;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;139534;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;260124;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;105550;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;778050;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;8405;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;17251;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;1214;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;429637;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;2051407;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;358387;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;4957478;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;55424;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;651216;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;916560;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;814450;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;169240;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;59385;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;152495;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;99986;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;119889;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;250921;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;1112893;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;236511;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;202974;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;79905;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;83866;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;64136;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;52046;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;88347;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2012;Tahun;15980696;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;462840;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;541698;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;327013;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;159855;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;119888;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;246295;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;98948;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;742776;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;7733;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;17338;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;1691;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;422989;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;1937551;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;375844;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;4727298;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;46900;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;637473;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;685810;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;778633;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;153320;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;54647;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;138691;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;90748;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;105225;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;230682;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;983985;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;213736;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;183868;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;72822;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;73976;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;60840;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;41464;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;81796;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2011;Tahun;14824373;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;722501;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;412670.167;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;513254.579;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;170104.828;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;177710;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;347873;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;103262;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;496066;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;9852;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;8693;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;327750;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;1554457.680059;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;290949;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;3745453;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;69727;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;683800;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;695951;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;600922.9682;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;176734;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;75098;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;228545;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;108321;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;98522;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;211769;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;848916;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;268138;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;253411;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;135770;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;83943;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;45488;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;37093;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;78825;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2010;Tahun;13581570.222259;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;669996;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;394063;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;492272;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;172394;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;164256;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;342412;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;97528;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;463032;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;9624;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;8323;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;309609;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;1525250;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;283043;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;3458948;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;73515;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;675419;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;592875;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;577552;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;175019;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;68022;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;218065;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;101176;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;106598;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;210535;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;729066;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;253171;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;240659;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;124632;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;79162;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;45488;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;36081;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;62053;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2009;Tahun;12759838;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;641093;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;388240;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;469859;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;161202;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;149042;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;336295;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;93219;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;425526;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;9373;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;7893;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;295554;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;1442033;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;269927;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;3384902;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;60680;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;668065;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;546114;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;573461;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;168053;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;69152;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;210633;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;90028;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;108332;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;203893;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;703303;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;237360;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;227690;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;98182;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;74654;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;51485;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2008;Tahun;35297;"PAPUA BARAT"
