
Statistical table extracted on August 23, 2023 (20:22:11)
http://www.ine.pt



Geographic localization (Agrarian area);Category (pig livestock) (1) ;Pig livestock (No.) by Geographic localization (Agrarian area) and Category (pig livestock) -  Annual (3) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Data reference period (2) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1979;1972;1955;1940;1934;1925;1920;1906;1870;1852;
;;No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);No. (thousands);
PT: Portugal;Total;2183;2221;2259;2256;2205;2165;2151;2247;2127;2014;2024;1985;1917;1945;1955;1978;1917;1955;1967;1886;1964;2014;2118;2350;2385;2394;2375;2430;2444;2690;2574;2588;2675;2618;2315;2455;2534;1977;1516;1253;1206;1117;921;1111;777;934;
;Pigs with a live weight of less than 20 kg;797;817;821;807;763;743;709;764;714;658;668;645;588;605;595;604;580;590;578;554;578;582;615;682;695;697;694;712;704;761;741;749;777;741;662;665;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;Pigs with a live weight of 20 kg or more but less than 50 kg;401;418;426;477;455;475;485;504;481;468;465;460;439;442;463;476;455;474;469;457;475;482;522;600;634;634;630;630;639;710;656;647;678;701;606;672;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;Fattening pigs (live weight of more than 50 kg);756;752;776;730;746;705;719;734;691;659;658;642;642;644;637;635;615;618;645;606;629;643;659;721;709;706;698;731;745;824;795;815;839;799;725;771;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;of 50 kg or more but less than 80 kg;410;405;391;387;385;372;377;404;378;358;372;367;359;360;364;361;347;357;381;366;372;386;452;504;496;493;487;507;522;- -;- -;- -;- -;- -;- -;- -;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;of 80 kg or more but less than 110 kg;300;294;324;307;327;304;303;298;283;272;262;254;249;250;233;227;223;219;220;202;218;206;169;178;175;175;173;182;182;- -;- -;- -;- -;- -;- -;- -;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;of 110 kg or more (includes cull breeders);45;53;62;37;35;30;38;32;30;29;25;21;35;34;41;47;45;42;44;37;39;52;38;39;38;38;38;42;41;- -;- -;- -;- -;- -;- -;- -;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;Breeding pigs with a live weight of 50 kg and higher;230;234;236;242;241;241;238;246;240;229;232;237;248;253;259;264;267;273;275;270;282;306;322;346;347;357;353;357;356;395;382;377;381;377;322;347;374;249;x x;x x;x x;x x;x x;x x;x x;x x;
;Boars;5;5;5;5;5;6;5;5;6;7;6;6;7;9;10;10;12;12;13;14;16;17;18;20;22;23;23;24;26;29;28;27;27;30;22;26;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;Sows;225;230;231;237;236;236;233;240;234;223;227;231;241;244;250;253;256;260;261;255;265;289;305;326;325;334;330;333;330;366;354;350;354;347;300;321;374;249;x x;x x;x x;x x;x x;x x;x x;x x;
;Covered;152;157;158;164;163;161;162;167;163;156;160;163;177;178;181;183;186;190;193;190;196;205;185;200;199;205;203;205;203;226;219;216;218;224;188;196;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;Sows covered for the first time;29;31;32;29;29;29;27;30;30;29;30;31;30;33;36;37;38;40;42;40;42;42;48;55;55;57;56;55;54;60;59;51;49;63;43;47;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;Not covered;73;72;73;73;73;75;71;74;71;66;67;68;64;66;69;70;70;70;68;65;69;84;119;127;126;129;127;128;127;140;135;134;136;123;112;125;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;
;Gilts not yet covered;26;25;26;24;25;24;22;22;21;18;18;20;20;22;23;24;25;25;25;24;23;24;34;42;42;43;42;40;40;44;46;41;36;48;31;34;x x;x x;x x;x x;x x;x x;x x;x x;x x;x x;

Pig livestock (No.) by Geographic localization (Agrarian area) and Category (pig livestock) -  Annual - Statistics Portugal, Animal livestock survey

Note(s):
(1) LW = Live Weight

(2) Livestock present on 01 December.

(3) As numbers are rounded up or down totals may not always correspond to the sum of the parts.


